,Tweets,Writer
167," no one should have to bring a lawn chair and a lunchbox to vote. long lines are voter suppression in action.
 
these lines…",HillaryClinton
168," today’s supreme court ruling is a resounding victory for dreamers, immigrants, and our country.

make no mistake drea…",HillaryClinton
169,"the united states is the only home dreamers have ever known. 

today's supreme court decision to uphold daca is a happy end to the cruel uncertainty the trump administration put these young people through. 

now congress must give them a path to citizenship. heretostay",HillaryClinton
170,"one of these is not like the others. 

(via ) ",HillaryClinton
171, a new piece from ivote founder  in  on how the pandemic is making the value of electing the right perso…,HillaryClinton
172,"a u.s. air force combat veteran who supports vote by mail

“i risked my life overseas so americans wouldn’t have to risk theirs at home.”

",HillaryClinton
173,"listen to the fda, not this president. ",HillaryClinton
174," breaking with more votes left to count, more georgia dems voted in last week’s primary than ever. 1,074,766 counted so f…",HillaryClinton
175, we need more women leaders ,HillaryClinton
176,"maria ressa was convicted in the philippines yesterday for doing her job.

as amal clooney wrote, the message to other journalists is “keep quiet, or you’ll be next.”

we must fiercely protest attacks on the press. they are attacks on democracy. ",HillaryClinton
177,"being who you are shouldn’t be a fireable offense, and today the supreme court has affirmed that truth for the lgbtq community under our laws. 

it’s a victory for liberty and justice for all. 

happy pride.",HillaryClinton
178,"the lawyer (and mom, and democrat) in me wants to make sure you know your rights as a protester. be safe this weekend. ",HillaryClinton
179,every american voter should be able to easily cast their ballot. grateful that  partner  is working to help people vote early and more easily. ,HillaryClinton
180,"if your rallies come with a liability waiver, you shouldn’t be holding them. ",HillaryClinton
181,"this chart tells an incredible story of the power of black lives matter as a mass movement. 

your fellow americans are hearing you. keep marching.  ",HillaryClinton
182," in partnership with moveon, naral, pccc, nextgen, ultraviolet, &amp; more, we're launching a livestream event series to di…",HillaryClinton
183,"for the brits ""hillary"" is now available on . skydocumentaries ",HillaryClinton
184,good news in the fight against voter suppression  is coming onto the court. ,HillaryClinton
185,"covid-19 is still killing hundreds of americans a day and strangling our economy. 

meanwhile, the trump administration has shut up shop as if it's ""mission accomplished."" 
",HillaryClinton
186,"thanks again to  for being my partner for sharethemicnow. 

follow her to get her brilliant political analysis every day and pre-order her book ""the end of white politics,"" now on my nightstand, which could not be a more timely read.  ",HillaryClinton
187,only sometimes. ,HillaryClinton
188,"i'm honored to hand over my instagram page today to  as part of sharethemicnow, a project to amplify black voices. 

zerlina is an author &amp; activist whose perspective i find invaluable. if you don’t know her already, i think you will too.  ",HillaryClinton
189,_law secretary  recently joined us for a special guest lecture with her global challenges scholarship students.…,HillaryClinton
190,"commit now to help make sure no voter is disenfranchised by long lines, broken machines, or failed systems this fall.

join  &amp;  in the fight for voting rights by signing up for democracy docket, an onramp for the action we need. ",HillaryClinton
191,"what happened in georgia yesterday was by design.

voter suppression is a threat to our democracy. ",HillaryClinton
192,"women's leadership and participation are crucial to building a more resilient and inclusive post-pandemic world. 

join me for the  virtual summit, happening shortly, for a conversation about how to keep progress on gender equity moving forward.  ",HillaryClinton
193,you don’t say. ,HillaryClinton
194,"georgia voters thank you for your determination to cast your ballots today despite the failure of officials to provide enough polling places or machines. your voice is more important than ever. if you run into problems, call 's hotline at 1-888-730-5816 for help.",HillaryClinton
195,"voting by mail is both safe and secure. “officials identified just 372 possible cases of double voting or voting on behalf of deceased people out of about 14.6 million votes cast by mail in the 2016 and 2018 general elections, or 0.0025 percent.” ",HillaryClinton
196,"every 13 minutes, a woman in the united states dies of breast cancer. last july, one of them was my best friend from childhood. 

i’m so grateful to the  community for pushing for a future we hope and pray for a future without breast cancer. ",HillaryClinton
197,five states have primaries today. get all the information you need to vote safely at  ,HillaryClinton
198,congratulations to _cloud4 and to  for leading by example and reminding us that outspoken integrity is a strength everyone should want on their team. ,HillaryClinton
199,"tyrone gayle knew that change can only happen when the people in power look like the people they represent. the scholars program in his name will open up political careers to black americans—and if you can pitch in, it’s a wonderful legacy to be a part of. ",HillaryClinton
0,we’re going to cut the red tape and reform our planning system so we can build better homes faster. ,BorisJohnson
1,"great to be out and about in ruislip manor this morning to offer my thanks and support to the fantastic local businesses in my constituency. 

thanks to everyone who stopped to say hello. ",BorisJohnson
2,"the current planning system wastes time and taxpayers’ money.

that’s why we’re going to cut the red tape, overhaul the planning process and build better, greener homes faster.
 
",BorisJohnson
3,"@10downingstreet we’re reforming the planning system so we can build new homes and community infrastructure more quickly and easily.

f…",BorisJohnson
4,". wants to make london safer, greener and more affordable. he would be a fantastic mayor of london and has my vote. ",BorisJohnson
5," i was homeless and unemployed. but i turned my life around.

and i spent 20 years as a youth worker helping others do th…",BorisJohnson
6,i've just spoken to 4moray and congratulated him on becoming leader of the . i look forward to working with douglas to promote scotland's place in our united kingdom 🇬🇧 ,BorisJohnson
7,"tonight a candle has been lit in memory of john hume and placed in the door of downing street. a symbol to all of us of the peace he was so instrumental in securing, and a reminder of the long-lasting impact he had on the world. johnslight ",BorisJohnson
8,"the pictures and videos from beirut tonight are shocking. all of my thoughts and prayers are with those caught up in this terrible incident. the uk is ready to provide support in any way we can, including to those british nationals affected.",BorisJohnson
9,"fantastic to see that tens of thousands of new homes and other vital infrastructure projects have today been given the green light, with nearly £1.3bn of investment. ",BorisJohnson
10,"my sincerest condolences go to his devoted wife, pat, and the rest of the hume family at this difficult time.",BorisJohnson
11,"his vision paved the way for the stability, positivity and dynamism of the northern ireland of today and his passing is a powerful reminder of how far northern ireland has come.",BorisJohnson
12,with his passing we have lost a great man who did so much to help bring an end to the troubles and build a better future for all.,BorisJohnson
13,"he led the sdlp with great distinction for more than twenty years, driven by a strong sense of social justice, and continued to be a revered figure for many throughout these islands and further afield.",BorisJohnson
14,for decades he sought resolution of the troubles in northern ireland through dialogue and agreement. without john hume there would have been no belfast or good friday agreement.,BorisJohnson
15,john hume was quite simply a political giant. he stood proudly in the tradition that was totally opposed to violence and committed to pursuing his objectives by exclusively peaceful and democratic means.,BorisJohnson
16,"@10downingstreet your face covering can only protect you and others if it covers your nose and mouth at all times.

read the latest gui…",BorisJohnson
17,"yorkshire - the home of yorkshire tea, the beautiful yorkshire dales and some of the friendliest people in the uk. have a fantastic yorkshire day everybody! yorkshireday",BorisJohnson
18,@10downingstreet we are extending the requirement to wear a face covering to other indoor settings where you are likely to come into co…,BorisJohnson
19,"folks, if we all remember to do these three things, then we can keep the virus under control.

wash your hands, cover your face, and keep your space from those not in your household. 

handsfacespace ",BorisJohnson
20,"in order to keep the virus under control, we’re postponing some of the changes we were hoping to make in august. 

read my full statement  ",BorisJohnson
21,"@10downingstreet wash your hands regularly, cover your face and make space for others. 

remember handsfacespace to protect yourself a…",BorisJohnson
22,@10downingstreet pm  has announced today that some of the proposed changes to the rules in august will be postponed for at…,BorisJohnson
23,"there are some very simple ways we can all protect ourselves and others from the spread of coronavirus. 

wash your hands, cover your face &amp; make space. handsfacespace ",BorisJohnson
24,"@10downingstreet watch live coronavirus press conference (31 july 2020)
 
speakers 

🔵 , prime minister
🔵 prof chris wh…",BorisJohnson
25,"@10downingstreet following an increase in covid-19 cases, there are now changes to the rules on gatherings in greater manchester, west…",BorisJohnson
26,"today i visited north yorkshire police to thank them for their hard work throughout the pandemic, and to meet with new recruits. 

police work diligently every day to keep us safe, and i want to thank all new recruits for joining the service and being part of this heroic effort. ",BorisJohnson
27,"i want to wish muslims here in the uk and around the world the very best for eid al-adha. 

eidmubarak ",BorisJohnson
28,@10downingstreet today pm  and home secretary  visited  and met some of the new recruits to the fo…,BorisJohnson
29," 👮‍♂️ 𝟜,𝟛𝟛𝟞
👮‍♀️ 𝐌𝐎𝐑𝐄
👮‍♂️ 𝐏𝐎𝐋𝐈𝐂𝐄
👮‍♀️ 𝐒𝐎 𝐅𝐀𝐑.

✍️ delivering on the people's priorities 👇 ",BorisJohnson
30," 🚨 breaking 🚨

👮🏽 4,336 new officers have been recruited as part of our campaign to get 20,000 more police officers on our s…",BorisJohnson
31,"we’re going to make it easier than ever to cycle around, with new cycle routes and vouchers for bike repairs. 

together we can reduce the pollution and noise on our streets, and move towards a cleaner, greener britain. ",BorisJohnson
32,"cycling and walking have a huge role in tackling some of the health and environmental challenges that we face. 

our £2bn cycling strategy will encourage more cycling with thousands of miles of new bike lanes, and training for those who want to learn. ",BorisJohnson
33,"losing weight is hard but with some small changes we can all feel fitter and healthier.

if we all do our bit, we can reduce our health risks and protect ourselves against coronavirus – as well as taking pressure off the nhs. 

our better health strategy  ",BorisJohnson
34,"when i entered downing street, i pledged to support our teachers, nurses and police.

thank you to emma _police, hollie _keele, vicky , and all our fantastic public servants who make this country the best place in the world to live. ",BorisJohnson
35,i took on the challenge of listing as many of the government’s achievements as possible within 2 minutes. watch how i did here. ,BorisJohnson
36,"a year ago, i stood on the steps of downing street and pledged to get brexit done, and unite and level up the country.
 
it’s been a year of extraordinary and unprecedented challenges. but i believe we can be proud of our country and what we’ve achieved together 🇬🇧 ",BorisJohnson
37,"today we've announced the roll out of the most comprehensive programme of free flu vaccines, making these available for more people than ever before. it's so important that we all get the flu vaccine, to protect ourselves and our nhs. ",BorisJohnson
38,"we've got a fantastic, strong, united country. we're going to bounce forward together, stronger together. ",BorisJohnson
39,"while our brilliant  athletes will have to wait another year for their chance at olympic glory, i know that come next year, they will be ready to take tokyo by storm! bring it on 🇬🇧

oneyeartogo tokyo2020 ",BorisJohnson
40,"it's a year since i stood on the steps of downing st as the prime minister of this great country. 
 
in the face of so many challenges this year, we can be proud of what we have achieved together. 
 
we will continue to deliver on the people's priorities 🇬🇧 ",BorisJohnson
41, 🥀 if sir keir starmer was serious about national security he would not have sat there on the front bench propping up jer…,BorisJohnson
42,"yesterday i chaired the first meeting of our new commission on race and ethnic disparities. 
 
thank you to all the members - i hope this will really make the difference that we need right now. ",BorisJohnson
43,"we’ve made great strides towards our net zero target over the last year, but it’s more important than ever that we keep up the pace of change to fuel a green, sustainable recovery as we rebuild from the pandemic. ",BorisJohnson
44,"it was a pleasure to welcome  to downing street today. we reaffirmed our countries’ strong relationship and commitment to working together on the fight against coronavirus, shared security concerns and a uk-us free trade agreement. 🇬🇧🇺🇸 ",BorisJohnson
45,"we’ve kept our promises. we have recruited thousands of nurses &amp; police officers, and invested billions more in our nhs &amp; schools. 
 
of course there is much more to do. as we begin to recover from this pandemic, we will not lose sight of the country we have promised to build 🇬🇧 ",BorisJohnson
46,"i was delighted to meet with students &amp; teachers at the discovery primary school yesterday. 
 
we’ve announced a £2.2bn package to help teachers support those who may have fallen behind, and to deliver a superb education for every student. ",BorisJohnson
47,"our teachers, doctors, armed forces personnel, and public sector workers have responded to the unprecedented challenges of coronavirus. 
 
to recognise their efforts on the front line, we will be increasing their pay this year. ",BorisJohnson
48,"this is very positive news. a huge well done to our brilliant, world-leading scientists &amp; researchers at . 
there are no guarantees, we’re not there yet &amp; further trials will be necessary - but this is an important step in the right direction.
",BorisJohnson
49,"i’m here today visiting discovery primary school in kent, where i’ve been speaking with students and teachers. 
 
we’re delivering on our promise to increase per pupil funding for every student, with an additional £2.2 billion funding boost for schools in england. ",BorisJohnson
50,"@10downingstreet we’ve secured early access to 90 million doses of promising coronavirus vaccine candidates from _group, …",BorisJohnson
51,"as our lives slowly return to normal, there are some precautions we must take. from next friday in england, we must all wear a face covering in shops and supermarkets, as well as on public transport. this will protect others and help stop the spread.",BorisJohnson
52,"we're making sure the nhs has the resources it needs to prepare for winter. but even as we plan for the worst, i strongly believe we should also hope for the best. ",BorisJohnson
53,"this weekend, many of us will be seeing friends, going to the pub or going out to restaurants. as we open the economy back up, we must remember to follow social distancing guidelines. keep yourself, your family and your community safe.",BorisJohnson
54,9 but it has to be right that we take local action in response to local outbreaks - there is no point shutting down a city in one part of the country to contain an outbreak in another part of the country.,BorisJohnson
55,"8 i know that it will be hard going for people affected by these local measures. it isn’t easy, and for some it may seem unjust that people just a short distance away can live their lives closer to normal.",BorisJohnson
56,"7 where justified by evidence, ministers will be able to close whole sectors or types of premises in an area, introduce local stay at home orders, prevent people entering or leaving defined areas, reduce maximum gathering size, or restrict transport systems serving local areas.",BorisJohnson
57,"6 action by local councils will not always be sufficient, so next week we will publish draft regulations explaining how central government can intervene at a local level.",BorisJohnson
58,"5 from today, local authorities will have new powers in their areas, to close specific premises, shut public outdoor spaces, and cancel events.
 
this will enable them to act more quickly in response to outbreaks, where speed is paramount.",BorisJohnson
59,"4 in leicester, we instituted a local lockdown in order to bear down on stubborn rates of infection. we will begin to relax the restrictions there next week. we can do so because the data is improving.",BorisJohnson
60,"3 in bradford and blackburn with darwen, we identified troubling trends in the data and worked closely with the respective local authorities to increase testing and take targeted action. that work continues.",BorisJohnson
61,"2 this work is led by nhs test and trace in england. our approach is already working.
 
in weston-super-mare and kirklees, we took swift and successful action to contain outbreaks at specific premises.",BorisJohnson
62,"1 our understanding of the epidemiology of coronavirus and intelligence on where it is spreading has vastly improved. this means we can control it through targeted, local action.",BorisJohnson
63,"today i announced the next chapter in our coronavirus recovery strategy.

read my full statement here  ",BorisJohnson
64,"arise sir tom! so richly deserved - you have inspired the whole nation with your fantastic fundraising efforts. 

",BorisJohnson
65,"@10downingstreet today pm  has announced an additional £3bn to support the nhs in england this winter. 

scotland, wales a…",BorisJohnson
66,"today i have announced the next stage in the uk government's coronavirus recovery strategy.

read my full statement here  ",BorisJohnson
67,@10downingstreet ask your question at our next coronavirus press conference here  ,BorisJohnson
68," ""what he wants to do is hand the powers, that we would give back to scotland from this parliament, to brussels.""

💬 …",BorisJohnson
69,"we're getting on with delivering our agenda for the country and taking it forward. 

we'll do absolutely everything in our power to prevent a second spike which could overwhelm the nhs. ",BorisJohnson
70,"yesterday i spoke to the incredible staff at the london ambulance service, who work so hard to save lives.
 
thank you to all the ambulance staff across the uk, for all of your hard work and support throughout this pandemic. ",BorisJohnson
71,"congratulations to  on your re-election as president of poland. the uk and poland have a long, shared history and friendship in europe, nato and elsewhere. i look forward to that continuing as we face the challenges and opportunities ahead.",BorisJohnson
72,"today i visited the london ambulance service to thank them for all their work during the coronavirus pandemic.
 
we're introducing tougher penalties for aggressive and violent behaviour towards emergency services workers – protecting those who care for us in our time of need. ",BorisJohnson
73,"@10downingstreet behind the uniform there is a person, a friend, a colleague, a loved one.
 
assaults on emergency workers should never…",BorisJohnson
74,"it was fantastic to be back answering your questions at peoplespmqs yesterday.

you can watch the full episode here  ",BorisJohnson
75,"as we return to the many pubs, restaurants and sports grounds that we love, we must continue to follow the covid secure guidelines. 

they may take some time to get used to, but by observing them we are all doing our bit to keep ourselves, our families and our communities safe.",BorisJohnson
76,"@10downingstreet if you’re visiting a pub, cafe or restaurant this weekend, make sure you do your bit to keep customers and staff safe.…",BorisJohnson
77,jack charlton was a football great whose achievements brought happiness to so many. my sympathies are with his family and friends.,BorisJohnson
78,"police are always there for us, protecting our neighbourhoods and putting themselves at risk so that we can be safe. it’s a job that demands true courage, perseverance and devotion to others. 
 
i’m delighted that so many have answered the call to serve. ",BorisJohnson
79,"25 years ago, europe witnessed the worst atrocity on its soil since the second world war - the genocide in srebrenica, bosnia.

today we mourn and remember the victims of those terrible crimes and stand with the families in their fight for justice.

srebrenica25 ",BorisJohnson
80,"a farewell befitting a truly great briton, whose voice and charm will live on to lift the hearts of generations to come. ",BorisJohnson
81,"it was great to visit some local businesses in uxbridge today, and see how they’ve been working hard to make their premises covid-19 secure. 

if you’re out this weekend be sure to follow the guidelines on social distancing. stayalert ",BorisJohnson
82,watch me answer your questions in the latest peoplespmqs ,BorisJohnson
83,"80 years ago today our brave airmen took to the skies to defend this country. it was these few, as churchill said, who turned the tide of the war and defended these islands from fascism and tyranny. 

today we remember their bravery and sacrifice. battleofbritain ",BorisJohnson
84,"your final months of school have coincided with the greatest crisis our country has faced since the second world war. thanks to your sacrifice, we have saved hundreds of thousands of lives. 
 
and we can’t wait to see the new world that you’re going to help us to build. ",BorisJohnson
85,"tomorrow i’ll be hosting another episode of the peoplespmqs. 
 
send me your questions here  ",BorisJohnson
86,"i’m delighted to see record numbers of nurses and midwives now working in our nhs as we work towards delivering 50,000 more nurses in this parliament.

nurses have saved countless lives during the pandemic and we are so grateful for all that they do for us, and for our nhs. ",BorisJohnson
87, i am honoured to have been nominated by  to be a candidate to lead the  . i believe that if we want to keep t…,BorisJohnson
88," to support restaurants and the people who work in them we’re saying ‘eat out to help out’.

so for the month of august we w…",BorisJohnson
89," we're reducing vat to 5% for goods and services supplied by the tourism and hospitality sectors.

this is a £4bn catalyst b…",BorisJohnson
90," 1/ i have decided today to cut stamp duty.

right now, there is no stamp duty on transactions below £125,000 (or £300,000 f…",BorisJohnson
91," 1/ we’re funding £2bn of green home grants helping to unlock work for thousands of plumbers, builders and tradespeople.

ho…",BorisJohnson
92," for the next six months we’ll pay businesses to hire young apprentices, with a payment of £2,000. 

we’re also introducing…",BorisJohnson
93, 1/ we’re launching a new programme to give hundreds of thousands of young people the best possible chance of getting on and…,BorisJohnson
94," we want to reward employers who successfully bring staff back from furlough.  

if you bring back someone who was furloughe…",BorisJohnson
95," conservatives have a plan for jobs, jobs, jobs 👩‍💻👨‍🏭

sir keir starmer jumps on any passing bandwagon 🚐 ",BorisJohnson
96,"@10downingstreet on friday, pm  will host the peoplespmqs

ask your question here  ",BorisJohnson
97,@10downingstreet “yesterday i visited the site of a new  factory in goole that will make fantastic new trains for the p…,BorisJohnson
98,"no one who was in london on 7 july 2005 will ever forget what they experienced that day.
 
as we remember those who were lost and pledge once again to support those who survived, our message is as clear and simple as it was 15 years ago.

we are not afraid. ",BorisJohnson
99,"over the weekend i welcomed staff from st thomas’ hospital who looked after me whilst i had coronavirus at downing street.

it was wonderful to celebrate the nhs’s 72nd birthday with some of those who have done so much in the fight against the virus. ",BorisJohnson
100,"we’ve announced a £1.57 billion package to support our brilliant theatre and creative sectors.

there will have to be some creativity in making our theatres covid-19 secure, but we can do it and we’re working very hard with the sector to get it done. ",BorisJohnson
101,"today we remember all those who lost their lives in the london bombings, 15 years ago. 
 
my heart goes out to all those who were there that day, living still with the memory of those horrific events, and all those grieving loved ones.",BorisJohnson
102,"today i visited the site of a new factory in east yorkshire which will be building tube trains for the london underground. this project will create over 2,000 jobs and is just one example of how we're using infrastructure, technology and education to unite &amp; level up our country. ",BorisJohnson
103," arts news 

🎭a £1.57 billion emergency support package

🩰 weeks in the making to make this world leading fund to help the…",BorisJohnson
104,"this evening i was honoured to host those who looked after me at st thomas’ hospital at downing street, as we celebrate 72 years of our incredible nhs. ",BorisJohnson
105,"thank you to the whole nhs family and all of our carers for all you have done and continue to do to keep us well and cared for. 

in these past few months, indeed the past 72 years, you have represented the very best of this country. our gratitude to you will be eternal. nhs72 ",BorisJohnson
106,"@10downingstreet in england, where you can’t stay 2 metres apart, you can stay 1 metre apart with precautions, like 

🔵 wearing a face…",BorisJohnson
107,"we will not just bounce back, we will bounce forward. stronger, better and more united than ever before. ",BorisJohnson
108,"a very happy birthday to our national health service!

thankyounhs ",BorisJohnson
109,the nhs represents the very best of us and we will always be there to support it. ,BorisJohnson
110,"as pubs and restaurants open across england today, it’s absolutely vital that everyone follows the rules on social distancing.

we’ve worked so hard and together saved so many lives. 
stick to the rules this weekend, keep apart from others and wash your hands several times a day.",BorisJohnson
111,"@10downingstreet earlier this week, pm  visited  school to announce our new school building programme. https…",BorisJohnson
112,"places of worship have been working hard to make their buildings covid-19 secure, but please check yours is ready before you leave home and work with them to make sure you and your loved ones stay safe.",BorisJohnson
113,"places of worship are at the heart of so many communities, which is why i am delighted that thousands of churches, mosques, synagogues, gurdwaras and temples are preparing to welcome back their congregations safely for communal prayer and religious practice.",BorisJohnson
114,our goal remains to enable as many people as possible to live their lives as close to normally as possible in a way which is as fair and as safe as possible. ,BorisJohnson
115,"let’s all stay alert, control the virus, save lives – and enjoy summer safely. ",BorisJohnson
116,"as we cautiously come out of hibernation, it is absolutely vital for us to set out the way ahead. 

we are launching a ten-year plan to build more schools and facilities, and reforming the planning system so that we can build the homes we need. ",BorisJohnson
117,"today i spoke to business leaders who are supporting the government's enjoysummersafely campaign. 

as more hospitality and leisure businesses open from this weekend, everybody must follow the covid-19 secure guidelines wherever they are to protect themselves and others. ",BorisJohnson
118,"earlier this week, i was honoured to speak to members of the ambulance service in the north east about how they have responded to the coronavirus pandemic. thank you all, so much, for your work throughout the pandemic. ",BorisJohnson
119,"we are committed not only to defeating coronavirus, but also to tackling the great unresolved challenges of our time. 
 
to build more homes, invest in our nhs, schools &amp; police, and to mend the gap in opportunity, productivity and connectivity between the regions of the uk.",BorisJohnson
120,"the nhs represents the very best of us, and we will always be there to support it. ",BorisJohnson
121,"@10downingstreet you must wear a mask on public transport. 

it will protect you and others. 

stayalert ",BorisJohnson
122,"we have a mission to unite and to level up our country, by getting people back into work and getting the virus under control. ",BorisJohnson
123,"we’re investing an additional £14bn in schools and launching a ten year school building programme, so that every child can receive a fantastic education and opportunities to succeed. ",BorisJohnson
124,"this is the moment to be ambitious, to believe in britain and to rise to the scale of the challenge and the opportunity. 🇬🇧 ",BorisJohnson
125,"we will build the foundations now for future prosperity, to make this country the best place in the world to live 🇬🇧 ",BorisJohnson
126,"too many parts of this country have felt left behind. 

i want you to know that this government is on your side, and we have a plan to unite and level up the whole country. ",BorisJohnson
127,"today i have set out a new deal for britain, to deliver jobs, skills and infrastructure. 

read more here  ",BorisJohnson
128,"i've just spoken with sir peter soulsby, mayor of leicester, on the response to the local outbreak. 

we've agreed to stay in close contact as we monitor the situation &amp; i want to thank the people of leicester for their forbearance which is vital in controlling the virus.",BorisJohnson
129," 💬 ""and we will not just bounce back, we will bounce forward – stronger and better and more united than ever before.""

🇬🇧…",BorisJohnson
130,"@10downingstreet we’re levelling up education with a 10-year rebuilding programme for schools and colleges.

more here ",BorisJohnson
131,"@10downingstreet watch live pm  sets out the government’s ‘new deal’, delivering jobs, skills and infrastructure for brit…",BorisJohnson
132, ealing fields welcomed  with  to our new building site this morning.  the pm was shown around by…,BorisJohnson
133,"as we bounce back from the pandemic, it’s important we lay the foundations for a country where everyone has the opportunity to succeed.

this £1 billion investment will make sure our schools and colleges are fit for the future, with better facilities and brand new buildings. ",BorisJohnson
134,"earlier this week, i visited pizza pilgrims with chancellor , to see first-hand the measures they are putting in place to protect customers and staff from coronavirus. ",BorisJohnson
135,"we want to build our way back to health. if covid was a lightning flash, we’re about to have the thunderclap of the economic consequences.

we’re going to be ready.

read my full interview with the mail on sunday here  ",BorisJohnson
136,"whilst we have been able to carefully ease some restrictions, we must stayalert to the very real risks of coronavirus. 

i would urge everyone to please remain vigilant this weekend and stick to the social distancing guidelines. if we let our guard down, cases will rise.",BorisJohnson
137,"while nothing can properly mirror the joy of pride celebrations in our towns and cities, globalpride is a unique opportunity for people to connect with one another, in unity, across all nations. i send my best wishes to all in the lgbt community celebrating today.",BorisJohnson
138,"businesses all over the country are getting ready to open their doors again on the 4 july. 

yesterday i heard from  staff about how they’re making their restaurant covid-19 secure so customers can enjoy their pizza safely. ",BorisJohnson
139,"@10downingstreet this week downing street has proudly flown the armed forces flag. 

thank you to our armed forces for all you do for o…",BorisJohnson
140,"we proudly salute our armed forces 🇬🇧

armedforcesday ",BorisJohnson
141,"congratulations to ireland 🇮🇪 on forming a new government and to  on becoming taoiseach. ireland is our closest neighbour, good friend and ally on issues such as climate change, the global fight against covid-19 and our shared values on human rights and democracy.",BorisJohnson
142,"deeply saddened by the terrible incident in glasgow, my thoughts are with all the victims and their families. 

thank you to our brave emergency services who are responding.",BorisJohnson
143,"from today, you can see all the data we used to present at the press conferences on the new public dashboard here. this will be updated daily. 

",BorisJohnson
144,"fantastic news that we are recruiting so many more doctors and nurses to our nhs. 

there are now 6,000 more doctors than a year ago, and 12,000 more nurses.",BorisJohnson
145,"the government has asked a huge amount of all of you, and you have met that challenge with good humour and common sense. 

of course, the fight is far from over. we must all continue to stay alert to the risk of infection, and maintain social distancing. ",BorisJohnson
146,"from july 4 in england, pubs, restaurants, hair salons, and many other businesses will be allowed to reopen - provided they can do so in a way that is covid-secure, keeping customers and staff safe. ",BorisJohnson
147,"from 4 july, your household will be able to meet with one other household at a time, including staying over. you should still remain socially distant from anyone outside your household.

stayalert ",BorisJohnson
148,"from july 4, we will move from 2 metres to ‘1 metre plus’. this means staying one metre apart, plus mitigations which reduce the risk of transmission. 

stayalert ",BorisJohnson
149,you can read my full statement to parliament here  ,BorisJohnson
150,"from 4 july we will be easing some restrictions in england. where it’s not possible to stay two metres apart, people will be advised to keep one metre apart plus mitigations, such as wearing a face covering or ensuring you face away from others. ",BorisJohnson
151,"@10downingstreet today pm  has announced that pubs, restaurants and hairdressers can reopen if they are covid-19 secure fr…",BorisJohnson
152,@10downingstreet watch live pm  makes a statement in the  ,BorisJohnson
153,"i was honoured to meet with members of britain’s caribbean community at downing street today, on the 72nd anniversary of the arrival of the empire windrush to britain. 

windrushday ",BorisJohnson
154,"72 years ago today the windrush generation began to arrive in the uk. they contributed greatly to rebuilding post-war britain.

today we celebrate members of the windrush generation and their descendants, and their fantastic contribution to britain. windrushday",BorisJohnson
155,"i’m appalled and sickened that people should lose their lives in this way. our thoughts are with the families and friends of the victims. 

thank you to thames valley police for their bravery in tackling the suspect. ",BorisJohnson
156,my thoughts are with all of those affected by the appalling incident in reading and my thanks to the emergency services on the scene.,BorisJohnson
157,"it was fantastic to answer the questions of children at bovingdon primary academy yesterday, and talk to them about the government’s new £1 billion fund to support schools and children across england. ",BorisJohnson
158,"earlier today i went to bovingdon academy to see how they are safely getting kids back into school.

our £1 billion fund is going to help schools catch up and bounce forward when all schools come back in september. ",BorisJohnson
159,"@10downingstreet schools across england are welcoming back pupils. 

pupils, teachers and parents at  &amp; _southwark…",BorisJohnson
160,"@10downingstreet the covid alert level in the uk has moved from 4 to 3. 

the government's plan is working and we are containing the sp…",BorisJohnson
161,"aujourd'hui, j’ai accueilli  à @10downingstreet pour le 80e anniversaire de l’appel du général charles de gaulle du 18 juin. nous n'oublierons jamais les sacrifices faits pour notre liberté.
 
nos pays seront à jamais voisins et amis, unis par nos valeurs communes. ",BorisJohnson
162,"today i hosted  at @10downingstreet for the 80th anniversary of general charles de gaulle’s appeal of 18 june. we will never forget the sacrifices that were made for our freedom. 

our countries will forever be neighbours and friends, united by our shared values. ",BorisJohnson
163,"welcome to downing street, president  🇬🇧🇫🇷 ",BorisJohnson
164,"thank you to all the fantastic nhs staff i spoke to from charing cross hospital, for all you have done throughout the coronavirus pandemic. ",BorisJohnson
165,dame vera lynn’s charm and magical voice entranced and uplifted our country in some of our darkest hours. her voice will live on to lift the hearts of generations to come.,BorisJohnson
166,"earlier this week, i was delighted to have an insightful conversation with staff at charing cross hospital. thank you for all your hard work during this pandemic, and for all that you do to save lives and care for others in need. 

thankyounhs ",BorisJohnson
167,"the four men we are honouring today – pierre, edgard, daniel and hubert – symbolise the enduring depth and strength of the friendship between the uk and france. they are heroes who defended us and the whole world from fascism. ",BorisJohnson
168,"i’m proud to call the united kingdom a friend of new zealand, and am thrilled that we now have the opportunity to strengthen our alliance by negotiating a new free trade agreement. 🇬🇧🇳🇿 ",BorisJohnson
169,@10downingstreet “there is genuine cause to celebrate a remarkable british scientific achievement.” – pm  announces that a…,BorisJohnson
170," 🇬🇧 and 🇦🇺 are the closest of friends and allies. we gave australia the steel that made the sydney harbour bridge, you gave us…",BorisJohnson
171,"there are few countries in the world who share a closer friendship than australia and the uk.
 
now, as an independent trading nation for the first time in decades, we have the opportunity to turn our shared history and friendship into a world-leading free trade agreement. 🇬🇧🇦🇺 ",BorisJohnson
172,_england this is the most important trial result for covid-19 so far. significiant reduction in mortality in those requiring oxygen…,BorisJohnson
173, my thoughts are with amy and her family. i wish her a speedy and full recovery.,BorisJohnson
174,"and if you are feeling lonely or struggling with your mental health, please reach out for help   

lonelinessawarenessweek (2/2)",BorisJohnson
